11839.07,12500.11,7.56,97101_395_0,08-11-18 6:37
11838.77,12500.7,7.58,97101_395_0,08-11-18 6:37
11838.48,12501.3,7.56,97101_395_0,08-11-18 6:37
11838.19,12501.89,7.54,97101_395_0,08-11-18 6:37
11837.9,12502.48,7.49,97101_395_0,08-11-18 6:37
11837.61,12503.07,7.52,97101_395_0,08-11-18 6:37
11837.32,12503.67,7.57,97101_395_0,08-11-18 6:37
11837.03,12504.26,7.49,97101_395_0,08-11-18 6:37
11836.74,12504.85,7.52,97101_395_0,08-11-18 6:37
11836.45,12505.44,7.49,97101_395_0,08-11-18 6:37
11836.16,12506.04,7.58,97101_395_0,08-11-18 6:37
11835.87,12506.63,7.53,97101_395_0,08-11-18 6:37
11835.57,12507.23,7.56,97101_395_0,08-11-18 6:37
11835.28,12507.82,7.49,97101_395_0,08-11-18 6:37
11834.99,12508.41,7.55,97101_395_0,08-11-18 6:37
11834.7,12509.01,7.58,97101_395_0,08-11-18 6:37
11834.41,12509.6,7.49,97101_395_0,08-11-18 6:37
11834.12,12510.19,7.55,97101_395_0,08-11-18 6:37
11833.83,12510.78,7.53,97101_395_0,08-11-18 6:37
11833.54,12511.37,7.5,97101_395_0,08-11-18 6:37
11833.25,12511.97,7.56,97101_395_0,08-11-18 6:37
11832.96,12512.56,7.51,97101_395_0,08-11-18 6:37
11832.67,12513.15,7.54,97101_395_0,08-11-18 6:37
11832.38,12513.75,7.52,97101_395_0,08-11-18 6:37
11832.09,12514.34,7.49,97101_395_0,08-11-18 6:37
11831.8,12514.93,7.5,97101_395_0,08-11-18 6:37
11831.51,12515.52,7.57,97101_395_0,08-11-18 6:37
11831.22,12516.11,7.52,97101_395_0,08-11-18 6:37
11830.92,12516.71,7.53,97101_395_0,08-11-18 6:37
11830.64,12517.3,7.47,97101_395_0,08-11-18 6:37
11830.35,12517.89,7.52,97101_395_0,08-11-18 6:37
11830.05,12518.48,7.57,97101_395_0,08-11-18 6:37
11829.76,12519.08,7.58,97101_395_0,08-11-18 6:37
11829.47,12519.68,7.58,97101_395_0,08-11-18 6:37
11829.18,12520.27,7.49,97101_395_0,08-11-18 6:37
11828.89,12520.86,7.55,97101_395_0,08-11-18 6:37
11828.59,12521.46,7.6,97101_395_0,08-11-18 6:37
11828.3,12522.06,7.59,97101_395_0,08-11-18 6:37
11828.01,12522.65,7.56,97101_395_0,08-11-18 6:37
11827.72,12523.25,7.52,97101_395_0,08-11-18 6:37
11827.43,12523.84,7.55,97101_395_0,08-11-18 6:37
11827.13,12524.44,7.57,97101_395_0,08-11-18 6:37
11826.85,12525.03,7.49,97101_395_0,08-11-18 6:37
11826.55,12525.62,7.58,97101_395_0,08-11-18 6:37
11826.26,12526.21,7.48,97101_395_0,08-11-18 6:37
11825.97,12526.8,7.52,97101_395_0,08-11-18 6:37
11825.68,12527.4,7.53,97101_395_0,08-11-18 6:37
11825.39,12528,7.6,97101_395_0,08-11-18 6:37
11825.1,12528.59,7.49,97101_395_0,08-11-18 6:37
11824.81,12529.18,7.52,97101_395_0,08-11-18 6:37
11824.52,12529.77,7.51,97101_395_0,08-11-18 6:37
11824.23,12530.36,7.57,97101_395_0,08-11-18 6:37
11823.94,12530.96,7.54,97101_395_0,08-11-18 6:37
11823.64,12531.55,7.55,97101_395_0,08-11-18 6:37
11823.36,12532.14,7.5,97101_395_0,08-11-18 6:37
11823.06,12532.74,7.52,97101_395_0,08-11-18 6:37
11822.77,12533.33,7.57,97101_395_0,08-11-18 6:37
11822.48,12533.93,7.58,97101_395_0,08-11-18 6:37
11822.19,12534.52,7.53,97101_395_0,08-11-18 6:37
11821.91,12535.1,7.34,97101_395_0,08-11-18 6:37
11821.62,12535.68,7.34,97101_395_0,08-11-18 6:37
11821.35,12536.24,7.11,97101_395_0,08-11-18 6:37
11821.08,12536.78,6.92,97101_395_0,08-11-18 6:37
11820.82,12537.31,6.69,97101_395_0,08-11-18 6:37
11820.57,12537.82,6.56,97101_395_0,08-11-18 6:37
11820.32,12538.33,6.41,97101_395_0,08-11-18 6:37
11820.08,12538.82,6.19,97101_395_0,08-11-18 6:37
11819.85,12539.3,6.09,97101_395_0,08-11-18 6:37
11819.62,12539.75,5.81,97101_395_0,08-11-18 6:37
11819.4,12540.2,5.74,97101_395_0,08-11-18 6:37
11819.19,12540.64,5.58,97101_395_0,08-11-18 6:37
11818.98,12541.07,5.43,97101_395_0,08-11-18 6:37
11818.77,12541.49,5.26,97101_395_0,08-11-18 6:37
11818.58,12541.88,5.05,97101_395_0,08-11-18 6:37
11818.39,12542.27,4.93,97101_395_0,08-11-18 6:37
11818.2,12542.65,4.79,97101_395_0,08-11-18 6:37
11818.02,12543.03,4.79,97101_395_0,08-11-18 6:37
11817.83,12543.4,4.81,97101_395_0,08-11-18 6:37
11817.64,12543.79,4.94,97101_395_0,08-11-18 6:37
11817.45,12544.19,5.08,97101_395_0,08-11-18 6:37
11817.25,12544.6,5.12,97101_395_0,08-11-18 6:37
11817.05,12545.01,5.26,97101_395_0,08-11-18 6:37
11816.84,12545.44,5.4,97101_395_0,08-11-18 6:37
11816.62,12545.87,5.53,97101_395_0,08-11-18 6:37
11816.41,12546.31,5.6,97101_395_0,08-11-18 6:37
11816.18,12546.77,5.79,97101_395_0,08-11-18 6:37
11815.96,12547.23,5.91,97101_395_0,08-11-18 6:37
11815.72,12547.71,6.01,97101_395_0,08-11-18 6:37
11815.5,12548.16,5.77,97101_395_0,08-11-18 6:37
11815.29,12548.59,5.42,97101_395_0,08-11-18 6:37
11815.09,12549,5.19,97101_395_0,08-11-18 6:37
11814.9,12549.39,4.98,97101_395_0,08-11-18 6:37
11814.72,12549.75,4.65,97101_395_0,08-11-18 6:37
11814.55,12550.1,4.43,97101_395_0,08-11-18 6:37
11814.39,12550.43,4.19,97101_395_0,08-11-18 6:37
11814.23,12550.75,4.06,97101_395_0,08-11-18 6:37
11814.08,12551.05,3.8,97101_395_0,08-11-18 6:37
11813.94,12551.34,3.63,97101_395_0,08-11-18 6:37
11813.81,12551.6,3.35,97101_395_0,08-11-18 6:37
11813.67,12551.89,3.61,97101_395_0,08-11-18 6:37
11813.52,12552.19,3.87,97101_395_0,08-11-18 6:37
11813.36,12552.52,4.13,97101_395_0,08-11-18 6:37
11813.19,12552.86,4.39,97101_395_0,08-11-18 6:37
11813.01,12553.23,4.65,97101_395_0,08-11-18 6:37
11812.82,12553.62,4.91,97101_395_0,08-11-18 6:37
11812.62,12554.02,5.17,97101_395_0,08-11-18 6:37
11812.41,12554.45,5.43,97101_395_0,08-11-18 6:37
11812.19,12554.9,5.69,97101_395_0,08-11-18 6:37
11814.17,12559.21,5.92,97101_395_0,08-11-18 6:37
11814.72,12559.41,6.17,97101_395_0,08-11-18 6:37
11815.27,12559.61,6.34,97101_395_0,08-11-18 6:37
11815.84,12559.81,6.49,97101_395_0,08-11-18 6:37
11816.42,12560.02,6.62,97101_395_0,08-11-18 6:37
11817.02,12560.23,6.83,97101_395_0,08-11-18 6:37
11817.63,12560.45,6.99,97101_395_0,08-11-18 6:37
11818.26,12560.68,7.15,97101_395_0,08-11-18 6:37
11818.91,12560.91,7.41,97101_395_0,08-11-18 6:37
11819.58,12561.15,7.66,97101_395_0,08-11-18 6:37
11820.27,12561.39,7.85,97101_395_0,08-11-18 6:37
11820.98,12561.65,8.08,97101_395_0,08-11-18 6:37
11821.71,12561.91,8.32,97101_395_0,08-11-18 6:37
11822.45,12562.18,8.47,97101_395_0,08-11-18 6:37
11823.19,12562.49,8.65,97101_395_0,08-11-18 6:37
11823.95,12562.81,8.78,97101_395_0,08-11-18 6:37
11824.72,12563.13,8.95,97101_395_0,08-11-18 6:37
11825.5,12563.46,9.08,97101_395_0,08-11-18 6:37
11826.29,12563.79,9.26,97101_395_0,08-11-18 6:37
11827.11,12564.13,9.51,97101_395_0,08-11-18 6:37
11827.95,12564.48,9.75,97101_395_0,08-11-18 6:37
11828.8,12564.83,9.92,97101_395_0,08-11-18 6:37
11829.67,12565.2,10.12,97101_395_0,08-11-18 6:37
11830.56,12565.57,10.32,97101_395_0,08-11-18 6:37
11831.47,12565.94,10.56,97101_395_0,08-11-18 6:37
11832.39,12566.33,10.73,97101_395_0,08-11-18 6:37
11833.33,12566.72,10.96,97101_395_0,08-11-18 6:37
11834.3,12567.12,11.22,97101_395_0,08-11-18 6:37
11835.27,12567.53,11.37,97101_395_0,08-11-18 6:37
11836.27,12567.95,11.59,97101_395_0,08-11-18 6:37
11837.28,12568.37,11.76,97101_395_0,08-11-18 6:37
11838.31,12568.79,11.94,97101_395_0,08-11-18 6:37
11839.34,12569.27,12.17,97101_395_0,08-11-18 6:37
11840.38,12569.75,12.33,97101_395_0,08-11-18 6:37
11841.44,12570.25,12.58,97101_395_0,08-11-18 6:37
11842.5,12570.75,12.54,97101_395_0,08-11-18 6:37
11843.56,12571.25,12.58,97101_395_0,08-11-18 6:37
11844.62,12571.75,12.6,97101_395_0,08-11-18 6:37
11845.68,12572.25,12.62,97101_395_0,08-11-18 6:37
11846.75,12572.75,12.63,97101_395_0,08-11-18 6:37
11847.81,12573.25,12.6,97101_395_0,08-11-18 6:37
11848.87,12573.75,12.57,97101_395_0,08-11-18 6:37
11849.93,12574.24,12.56,97101_395_0,08-11-18 6:37